School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2011,Rocky Hill School District,White,92.9,1.3,0,5.8,
2011,Rocky Hill School District,Male,90.2,1.2,0,8.5,
2011,Rocky Hill School District,Female,91.6,2.1,0,6.3,
2011,Rocky Hill School District,ELL,NA,NA,NA,NA,
2011,Rocky Hill School District,Non-ELL,90.9,1.7,0,7.4,
2011,Rocky Hill School District,Eligible For Lunch,88.9,0,0,11.1,
2011,Rocky Hill School District,Not Eligible For Lunch,91.1,1.8,0,7.1,
2011,Rocky Hill School District,Special Education,87.5,12.5,0,0,
2011,Rocky Hill School District,Non-Special Education,91.1,1.2,0,7.7,
2011,Seymour School District,All Students,83.1,5.3,0,11.6,
2011,Seymour School District,Hispanic,71.4,0,0,28.6,
2011,Seymour School District,Non-Hispanic,84,5.7,0,10.3,
2011,Seymour School District,American Indian,NA,NA,NA,NA,
2011,Seymour School District,Asian American ,100,0,0,0,
2011,Seymour School District,Black,62.5,25,0,12.5,
2011,Seymour School District,White,84.7,5.1,0,10.2,
2011,Seymour School District,Male,79.6,6.1,0,14.3,
2011,Seymour School District,Female,86.8,4.4,0,8.8,
2011,Seymour School District,ELL,100,0,0,0,
2011,Seymour School District,Non-ELL,82.5,5.5,0,12,
2011,Seymour School District,Eligible For Lunch,55.6,16.7,0,27.8,
2011,Seymour School District,Not Eligible For Lunch,89.5,2.6,0,7.8,
2011,Seymour School District,Special Education,60,10,0,30,
2011,Seymour School District,Non-Special Education,84.4,5,0,10.6,
2011,Shelton School District,All Students,87.8,6.2,0,6,
2011,Shelton School District,Hispanic,71.4,8.6,0,20,
2011,Shelton School District,Non-Hispanic,89.3,6,0,4.6,
2011,Shelton School District,American Indian,NA,NA,NA,NA,
2011,Shelton School District,Asian American ,100,0,0,0,
2011,Shelton School District,Black,88.2,11.8,0,0,
2011,Shelton School District,White,88.8,6.1,0,5.2,
2011,Shelton School District,Male,86.2,8.2,0,5.6,
2011,Shelton School District,Female,89.3,4.4,0,6.3,
2011,Shelton School District,ELL,100,0,0,0,
2011,Shelton School District,Non-ELL,87.5,6.4,0,6.1,
2011,Shelton School District,Eligible For Lunch,74.6,11.1,0,14.3,
2011,Shelton School District,Not Eligible For Lunch,90.2,5.3,0,4.4,
2011,Shelton School District,Special Education,48.4,38.7,0,12.9,
2011,Shelton School District,Non-Special Education,91.1,3.5,0,5.4,
2011,Simsbury School District,All Students,95,3.1,0,2,
2011,Simsbury School District,Hispanic,83.3,8.3,0,8.3,
2011,Simsbury School District,Non-Hispanic,95.4,2.9,0,1.7,
2011,Simsbury School District,Asian American ,100,0,0,0,
2011,Simsbury School District,Black,88.2,11.8,0,0,
2011,Simsbury School District,White,95.5,2.5,0,1.9,
2011,Simsbury School District,Male,93.3,5.1,0,1.5,
2011,Simsbury School District,Female,96.9,0.6,0,2.5,
2011,Simsbury School District,ELL,100,0,0,0,
2011,Simsbury School District,Non-ELL,94.8,3.2,0,2,
2011,Simsbury School District,Eligible For Lunch,89.5,5.3,0,5.3,
2011,Simsbury School District,Not Eligible For Lunch,95.3,2.9,0,1.8,
2011,Simsbury School District,Special Education,83.3,6.7,0,10,
2011,Simsbury School District,Non-Special Education,96,2.7,0,1.2,
2011,Somers School District,All Students,94.5,4.1,0,1.4,
2011,Somers School District,Hispanic,NA,NA,NA,NA,
2011,Somers School District,Non-Hispanic,94.4,4.2,0,1.4,
2011,Somers School District,Asian American ,NA,NA,NA,NA,
2011,Somers School District,Black,NA,NA,NA,NA,
2011,Somers School District,White,95,3.6,0,1.4,
2011,Somers School District,Male,94.6,5.4,0,0,
2011,Somers School District,Female,94.4,2.8,0,2.8,
2011,Somers School District,Non-ELL,94.5,4.1,0,1.4,
2011,Somers School District,Eligible For Lunch,66.7,33.3,0,0,
2011,Somers School District,Not Eligible For Lunch,95.7,2.9,0,1.4,
2011,Somers School District,Special Education,78.6,14.3,0,7.1,
2011,Somers School District,Non-Special Education,96.2,3.1,0,0.8,
2011,Southington School District,All Students,90.5,6,0,3.5,
2011,Southington School District,Hispanic,84.2,5.3,0,10.5,
2011,Southington School District,Non-Hispanic,90.7,6.1,0,3.2,
2011,Southington School District,American Indian,NA,NA,NA,NA,
2011,Southington School District,Asian American ,94.1,5.9,0,0,
2011,Southington School District,Black,92.3,0,0,7.7,
2011,Southington School District,White,90.9,6.3,0,2.8,
2011,Southington School District,Male,87.5,9.1,0,3.4,
2011,Southington School District,Female,93.3,3.2,0,3.5,
2011,Southington School District,ELL,NA,NA,NA,NA,
2011,Southington School District,Non-ELL,90.4,6.1,0,3.5,
2011,Southington School District,Eligible For Lunch,80,12.5,0,7.5,
2011,Southington School District,Not Eligible For Lunch,91.3,5.5,0,3.2,
2011,Southington School District,Special Education,70.3,23.4,0,6.3,
2011,Southington School District,Non-Special Education,93.2,3.7,0,3.1,
2011,South Windsor School District,All Students,90.8,3.8,0,5.4,
2011,South Windsor School District,Hispanic,68,8,0,24,
2011,South Windsor School District,Non-Hispanic,92.3,3.5,0,4.3,
2011,South Windsor School District,Asian American ,90,3.3,0,6.7,
2011,South Windsor School District,Black,90.5,9.5,0,0,
2011,South Windsor School District,White,92.6,3.2,0,4.3,
2011,South Windsor School District,Male,87,5.9,0,7.1,
2011,South Windsor School District,Female,95.7,1.1,0,3.2,
2011,South Windsor School District,ELL,100,0,0,0,
2011,South Windsor School District,Non-ELL,90.7,3.8,0,5.5,
2011,South Windsor School District,Eligible For Lunch,63,14.8,0,22.2,
2011,South Windsor School District,Not Eligible For Lunch,92.7,3,0,4.3,
2011,South Windsor School District,Special Education,72.3,14.9,0,12.8,
2011,South Windsor School District,Non-Special Education,93.1,2.4,0,4.5,
2011,Stafford School District,All Students,75.6,11.9,0,12.6,
2011,Stafford School District,Hispanic,NA,NA,NA,NA,
2011,Stafford School District,Non-Hispanic,77.1,12.2,0,10.7,
2011,Stafford School District,Asian American ,83.3,0,0,16.7,
2011,Stafford School District,Black,NA,NA,NA,NA,
2011,Stafford School District,White,77,12.3,0,10.7,
2011,Stafford School District,Male,67.6,14.7,0,17.6,
2011,Stafford School District,Female,83.6,9,0,7.5,
2011,Stafford School District,ELL,NA,NA,NA,NA,
2011,Stafford School District,Non-ELL,75.4,11.9,0,12.7,
2011,Stafford School District,Eligible For Lunch,65.2,13,0,21.7,
2011,Stafford School District,Not Eligible For Lunch,77.7,11.6,0,10.7,
2011,Stafford School District,Special Education,35.7,35.7,0,28.6,
2011,Stafford School District,Non-Special Education,80.2,9.1,0,10.7,
2011,Stamford School District,All Students,85.3,7.7,0,7,
2011,Stamford School District,Hispanic,78.8,9.7,0,11.6,
2011,Stamford School District,Non-Hispanic,87.7,7,0,5.3,
2011,Stamford School District,American Indian,NA,NA,NA,NA,
2011,Stamford School District,Asian American ,93.8,3.1,0,3.1,
2011,Stamford School District,Black,81.1,11.1,0,7.8,
2011,Stamford School District,White,90.9,5.1,0,3.9,
2011,Stamford School District,Male,82.2,10.5,0,7.2,
2011,Stamford School District,Female,88.5,4.8,0,6.7,
2011,Stamford School District,ELL,70.9,14.2,0,15,
2011,Stamford School District,Non-ELL,87,7,0,6,
2011,Stamford School District,Eligible For Lunch,79.3,12.5,0,8.2,
2011,Stamford School District,Not Eligible For Lunch,89.2,4.6,0,6.1,
2011,Stamford School District,Special Education,73,18.9,0,8.2,
2011,Stamford School District,Non-Special Education,86.7,6.5,0,6.8,
2011,Stonington School District,All Students,93.4,3.3,0,3.3,
2011,Stonington School District,Hispanic,83.3,16.7,0,0,
2011,Stonington School District,Non-Hispanic,93.7,2.9,0,3.4,
2011,Stonington School District,American Indian,NA,NA,NA,NA,
2011,Stonington School District,Asian American ,NA,NA,NA,NA,
2011,Stonington School District,Black,NA,NA,NA,NA,
2011,Stonington School District,White,94.4,3.1,0,2.6,
2011,Stonington School District,Male,95.3,1.9,0,2.8,
2011,Stonington School District,Female,91.4,4.8,0,3.8,
2011,Stonington School District,ELL,NA,NA,NA,NA,
2011,Stonington School District,Non-ELL,93.8,3.3,0,2.9,
2011,Stonington School District,Eligible For Lunch,77.3,9.1,0,13.6,
2011,Stonington School District,Not Eligible For Lunch,95.3,2.6,0,2.1,
2011,Stonington School District,Special Education,71.4,21.4,0,7.1,
2011,Stonington School District,Non-Special Education,96.7,0.5,0,2.7,
2011,Stratford School District,All Students,88.1,4.5,0,7.4,
2011,Stratford School District,Hispanic,85,5.3,0,9.7,
2011,Stratford School District,Non-Hispanic,88.9,4.3,0,6.8,
2011,Stratford School District,American Indian,NA,NA,NA,NA,
2011,Stratford School District,Asian American ,100,0,0,0,
2011,Stratford School District,Black,84.9,6.8,0,8.2,
2011,Stratford School District,White,90.2,3.3,0,6.5,
2011,Stratford School District,Male,83.9,6.2,0,9.9,
2011,Stratford School District,Female,91.9,2.9,0,5.2,
2011,Stratford School District,ELL,95.7,4.3,0,0,
2011,Stratford School District,Non-ELL,87.8,4.5,0,7.7,
2011,Stratford School District,Eligible For Lunch,85,5.8,0,9.2,
2011,Stratford School District,Not Eligible For Lunch,89.5,3.9,0,6.6,
2011,Stratford School District,Special Education,62.9,24.2,0,12.9,
2011,Stratford School District,Non-Special Education,91.1,2.1,0,6.7,
2011,Suffield School District,All Students,94.9,4.2,0,0.9,
2011,Suffield School District,Hispanic,NA,NA,NA,NA,
2011,Suffield School District,Non-Hispanic,94.8,4.2,0,0.9,
2011,Suffield School District,Asian American ,NA,NA,NA,NA,
2011,Suffield School District,Black,NA,NA,NA,NA,
2011,Suffield School District,White,94.6,4.4,0,1,
2011,Suffield School District,Male,90.3,7.5,0,2.2,
2011,Suffield School District,Female,98.4,1.6,0,0,
2011,Suffield School District,Non-ELL,94.9,4.2,0,0.9,
2011,Suffield School District,Eligible For Lunch,72.7,18.2,0,9.1,
2011,Suffield School District,Not Eligible For Lunch,96.1,3.4,0,0.5,
2011,Suffield School District,Special Education,92.3,7.7,0,0,
2011,Suffield School District,Non-Special Education,95,4,0,1,
2011,Thomaston School District,All Students,91.4,2.9,0,5.7,
2011,Thomaston School District,Hispanic,NA,NA,NA,NA,
2011,Thomaston School District,Non-Hispanic,91.1,3,0,5.9,
2011,Thomaston School District,American Indian,NA,NA,NA,NA,
2011,Thomaston School District,White,92,2,0,6,
2011,Thomaston School District,Male,90.9,5.5,0,3.6,
2011,Thomaston School District,Female,92,0,0,8,
2011,Thomaston School District,ELL,NA,NA,NA,NA,
2011,Thomaston School District,Non-ELL,91.3,2.9,0,5.8,
2011,Thomaston School District,Eligible For Lunch,73.3,6.7,0,20,
2011,Thomaston School District,Not Eligible For Lunch,94.4,2.2,0,3.3,
2011,Thomaston School District,Special Education,80.8,7.7,0,11.5,
2011,Thomaston School District,Non-Special Education,94.9,1.3,0,3.8,
2011,Thompson School District,All Students,88.4,1.1,0,10.5,
2011,Thompson School District,Hispanic,NA,NA,NA,NA,
2011,Thompson School District,Non-Hispanic,88,1.1,0,10.9,
2011,Thompson School District,White,88,1.1,0,10.9,
2011,Thompson School District,Male,81.8,2.3,0,15.9,
2011,Thompson School District,Female,94.1,0,0,5.9,
2011,Thompson School District,Non-ELL,88.4,1.1,0,10.5,
2011,Thompson School District,Eligible For Lunch,62.5,0,0,37.5,
2011,Thompson School District,Not Eligible For Lunch,93.7,1.3,0,5.1,
2011,Thompson School District,Special Education,50,0,0,50,
2011,Thompson School District,Non-Special Education,91,1.1,0,7.9,
2011,Tolland School District,All Students,92.4,7.1,0,0.4,
2011,Tolland School District,Hispanic,NA,NA,NA,NA,
2011,Tolland School District,Non-Hispanic,92.4,7.2,0,0.4,
2011,Tolland School District,Asian American ,NA,NA,NA,NA,
2011,Tolland School District,Black,NA,NA,NA,NA,
2011,Tolland School District,White,92.2,7.4,0,0.5,
2011,Tolland School District,Male,89.5,10.5,0,0,
2011,Tolland School District,Female,95.5,3.6,0,0.9,
2011,Tolland School District,Non-ELL,92.4,7.1,0,0.4,
2011,Tolland School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Tolland School District,Not Eligible For Lunch,92.3,7.2,0,0.5,
2011,Tolland School District,Special Education,75,25,0,0,
2011,Tolland School District,Non-Special Education,93.8,5.8,0,0.5,
2011,Torrington School District,All Students,77.4,7.1,0,15.5,
2011,Torrington School District,Hispanic,60,5.7,0,34.3,
2011,Torrington School District,Non-Hispanic,79.8,7.3,0,12.9,
2011,Torrington School District,American Indian,NA,NA,NA,NA,
2011,Torrington School District,Asian American ,100,0,0,0,
2011,Torrington School District,Black,82.4,0,0,17.6,
2011,Torrington School District,White,79.4,7.6,0,13,
2011,Torrington School District,Male,74.4,9,0,16.7,
2011,Torrington School District,Female,81.1,4.7,0,14.2,
2011,Torrington School District,ELL,61.5,0,0,38.5,
2011,Torrington School District,Non-ELL,78.1,7.4,0,14.4,
2011,Torrington School District,Eligible For Lunch,54.2,13.9,0,31.9,
2011,Torrington School District,Not Eligible For Lunch,85.3,4.7,0,10,
2011,Torrington School District,Special Education,53.1,21.9,0,25,
2011,Torrington School District,Non-Special Education,80.5,5.2,0,14.3,
2011,Trumbull School District,All Students,97.8,1.4,0,0.8,
2011,Trumbull School District,Hispanic,96.6,0,0,3.4,
2011,Trumbull School District,Non-Hispanic,97.9,1.5,0,0.6,
2011,Trumbull School District,Asian American ,96,4,0,0,
2011,Trumbull School District,Black,100,0,0,0,
2011,Trumbull School District,White,97.8,1.4,0,0.7,
2011,Trumbull School District,Male,97.8,2.2,0,0,
2011,Trumbull School District,Female,97.9,0.7,0,1.4,
2011,Trumbull School District,ELL,NA,NA,NA,NA,
2011,Trumbull School District,Non-ELL,97.8,1.4,0,0.8,
2011,Trumbull School District,Eligible For Lunch,95.2,4.8,0,0,
2011,Trumbull School District,Not Eligible For Lunch,97.9,1.2,0,0.8,
2011,Trumbull School District,Special Education,91.7,8.3,0,0,
2011,Trumbull School District,Non-Special Education,98.3,0.9,0,0.9,
2011,Vernon School District,All Students,81.7,6.6,0,11.7,
2011,Vernon School District,Hispanic,76.2,14.3,0,9.5,
2011,Vernon School District,Non-Hispanic,82.2,5.9,0,11.9,
2011,Vernon School District,American Indian,NA,NA,NA,NA,
2011,Vernon School District,Asian American ,86.7,6.7,0,6.7,
2011,Vernon School District,Black,75.8,9.1,0,15.2,
2011,Vernon School District,White,83,5,0,11.9,
2011,Vernon School District,Male,81.3,9.7,0,9,
2011,Vernon School District,Female,82.1,3.8,0,14.1,
2011,Vernon School District,ELL,87.5,0,0,12.5,
2011,Vernon School District,Non-ELL,81.6,6.7,0,11.7,
2011,Vernon School District,Eligible For Lunch,62.7,11.9,0,25.4,
2011,Vernon School District,Not Eligible For Lunch,87.4,4.9,0,7.6,
2011,Vernon School District,Special Education,56.7,26.7,0,16.7,
2011,Vernon School District,Non-Special Education,84.6,4.2,0,11.2,
2011,Wallingford School District,All Students,87,5.2,0,7.8,
2011,Wallingford School District,Hispanic,74.5,3.9,0,21.6,
2011,Wallingford School District,Non-Hispanic,88.2,5.3,0,6.5,
2011,Wallingford School District,Asian American ,89.5,5.3,0,5.3,
2011,Wallingford School District,Black,75,16.7,0,8.3,
2011,Wallingford School District,White,88.5,5,0,6.5,
2011,Wallingford School District,Male,83,8.8,0,8.1,
2011,Wallingford School District,Female,91,1.4,0,7.6,
2011,Wallingford School District,ELL,80,0,0,20,
2011,Wallingford School District,Non-ELL,87.2,5.3,0,7.5,
2011,Wallingford School District,Eligible For Lunch,69,9.5,0,21.4,
2011,Wallingford School District,Not Eligible For Lunch,88.4,4.8,0,6.7,
2011,Wallingford School District,Special Education,69.7,19.7,0,10.6,
2011,Wallingford School District,Non-Special Education,89.3,3.2,0,7.5,
2011,Waterbury School District,All Students,65.7,4.8,0,29.5,
2011,Waterbury School District,Hispanic,54.8,5.1,0,40.1,
2011,Waterbury School District,Non-Hispanic,73.1,4.6,0,22.3,
2011,Waterbury School District,American Indian,37.5,12.5,0,50,
2011,Waterbury School District,Asian American ,87.5,0,0,12.5,
2011,Waterbury School District,Black,70.5,6.3,0,23.2,
2011,Waterbury School District,White,75.3,3.1,0,21.6,
2011,Waterbury School District,Male,61.8,5.6,0,32.6,
2011,Waterbury School District,Female,69.4,4,0,26.5,
2011,Waterbury School District,ELL,43.9,2.9,0,53.2,
2011,Waterbury School District,Non-ELL,69,5.1,0,25.9,
2011,Waterbury School District,Eligible For Lunch,61.9,5.5,0,32.6,
2011,Waterbury School District,Not Eligible For Lunch,73.8,3.4,0,22.8,
2011,Waterbury School District,Special Education,50.3,17.7,0,32,
2011,Waterbury School District,Non-Special Education,68.1,2.8,0,29.1,
2011,Waterford School District,All Students,91.2,2.6,0,6.3,
2011,Waterford School District,Hispanic,75,5,0,20,
2011,Waterford School District,Non-Hispanic,92.5,2.4,0,5.2,
2011,Waterford School District,American Indian,NA,NA,NA,NA,
2011,Waterford School District,Asian American ,100,0,0,0,
2011,Waterford School District,Black,92.9,7.1,0,0,
2011,Waterford School District,White,91.9,2.3,0,5.9,
2011,Waterford School District,Male,89.1,3.9,0,7,
2011,Waterford School District,Female,93,1.4,0,5.6,
2011,Waterford School District,ELL,NA,NA,NA,NA,
2011,Waterford School District,Non-ELL,91.1,2.6,0,6.3,
2011,Waterford School District,Eligible For Lunch,72.2,11.1,0,16.7,
2011,Waterford School District,Not Eligible For Lunch,92.5,2,0,5.5,
2011,Waterford School District,Special Education,70.6,29.4,0,0,
2011,Waterford School District,Non-Special Education,92.5,0.8,0,6.7,
2011,Watertown School District,All Students,87.5,6.9,0,5.6,
2011,Watertown School District,Hispanic,83.3,16.7,0,0,
2011,Watertown School District,Non-Hispanic,87.6,6.6,0,5.8,
2011,Watertown School District,American Indian,NA,NA,NA,NA,
2011,Watertown School District,Asian American ,NA,NA,NA,NA,
2011,Watertown School District,Black,NA,NA,NA,NA,
2011,Watertown School District,White,88.4,6.5,0,5.2,
2011,Watertown School District,Male,80.8,12,0,7.2,
2011,Watertown School District,Female,94.3,1.6,0,4.1,
2011,Watertown School District,ELL,NA,NA,NA,NA,
2011,Watertown School District,Non-ELL,87.4,6.9,0,5.7,
2011,Watertown School District,Eligible For Lunch,75,14.3,0,10.7,
2011,Watertown School District,Not Eligible For Lunch,89.1,5.9,0,5,
2011,Watertown School District,Special Education,54.8,29,0,16.1,
2011,Watertown School District,Non-Special Education,92.2,3.7,0,4.1,
2011,Westbrook School District,All Students,94.7,1.3,0,4,
2011,Westbrook School District,Hispanic,NA,NA,NA,NA,
2011,Westbrook School District,Non-Hispanic,94.5,1.4,0,4.1,
2011,Westbrook School District,Asian American ,NA,NA,NA,NA,
2011,Westbrook School District,White,94.4,1.4,0,4.2,
2011,Westbrook School District,Male,93.3,2.2,0,4.4,
2011,Westbrook School District,Female,96.7,0,0,3.3,
2011,Westbrook School District,Non-ELL,94.7,1.3,0,4,
2011,Westbrook School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Westbrook School District,Not Eligible For Lunch,95.8,0,0,4.2,
2011,Westbrook School District,Special Education,71.4,14.3,0,14.3,
2011,Westbrook School District,Non-Special Education,97.1,0,0,2.9,
2011,West Hartford School District,All Students,90.3,4.8,0,4.8,
2011,West Hartford School District,Hispanic,77.5,10,0,12.5,
2011,West Hartford School District,Non-Hispanic,92.5,3.9,0,3.5,
2011,West Hartford School District,American Indian,NA,NA,NA,NA,
2011,West Hartford School District,Asian American ,91.9,6.5,0,1.6,
2011,West Hartford School District,Black,78.5,7.5,0,14,
2011,West Hartford School District,White,95.1,3.1,0,1.8,
2011,West Hartford School District,Male,90.2,5.7,0,4,
2011,West Hartford School District,Female,90.5,3.9,0,5.6,
2011,West Hartford School District,ELL,80.6,11.1,0,8.3,
2011,West Hartford School District,Non-ELL,90.8,4.5,0,4.7,
2011,West Hartford School District,Eligible For Lunch,73.8,10,0,16.2,
2011,West Hartford School District,Not Eligible For Lunch,93.4,3.9,0,2.7,
2011,West Hartford School District,Special Education,67.6,24.5,0,7.8,
2011,West Hartford School District,Non-Special Education,93.5,2.1,0,4.4,
2011,West Haven School District,All Students,68,7,0,25,
2011,West Haven School District,Hispanic,57.1,7.1,0,35.7,
2011,West Haven School District,Non-Hispanic,71,6.9,0,22.1,
2011,West Haven School District,American Indian,NA,NA,NA,NA,
2011,West Haven School District,Asian American ,94.1,0,0,5.9,
2011,West Haven School District,Black,64.6,5.3,0,30.1,
2011,West Haven School District,White,72.3,8.2,0,19.5,
2011,West Haven School District,Male,63.6,9.3,0,27.1,
2011,West Haven School District,Female,72.8,4.5,0,22.8,
2011,West Haven School District,ELL,65.2,0,0,34.8,
2011,West Haven School District,Non-ELL,68.2,7.3,0,24.5,
2011,West Haven School District,Eligible For Lunch,58.5,8.5,0,33,
2011,West Haven School District,Not Eligible For Lunch,75.4,5.8,0,18.8,
2011,West Haven School District,Special Education,52.4,21.4,0,26.2,
2011,West Haven School District,Non-Special Education,69.6,5.5,0,24.9,
2011,Weston School District,All Students,98.5,1.5,0,0,
2011,Weston School District,Hispanic,NA,NA,NA,NA,
2011,Weston School District,Non-Hispanic,98.9,1.1,0,0,
2011,Weston School District,American Indian,NA,NA,NA,NA,
2011,Weston School District,Asian American ,100,0,0,0,
2011,Weston School District,Black,NA,NA,NA,NA,
2011,Weston School District,White,98.9,1.1,0,0,
2011,Weston School District,Male,98.8,1.2,0,0,
2011,Weston School District,Female,98.2,1.8,0,0,
2011,Weston School District,Non-ELL,98.5,1.5,0,0,
2011,Weston School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Weston School District,Not Eligible For Lunch,98.5,1.5,0,0,
2011,Weston School District,Special Education,84.6,15.4,0,0,
2011,Weston School District,Non-Special Education,99.5,0.5,0,0,
2011,Westport School District,All Students,96.6,2.1,0,1.3,
2011,Westport School District,Hispanic,NA,NA,NA,NA,
2011,Westport School District,Non-Hispanic,96.6,2.1,0,1.3,
2011,Westport School District,Asian American ,100,0,0,0,
2011,Westport School District,Black,80,10,0,10,
2011,Westport School District,White,96.8,2,0,1.1,
2011,Westport School District,Male,96.5,2.3,0,1.2,
2011,Westport School District,Female,96.8,1.8,0,1.4,
2011,Westport School District,ELL,NA,NA,NA,NA,
2011,Westport School District,Non-ELL,96.6,2.1,0,1.3,
2011,Westport School District,Eligible For Lunch,90,0,0,10,
2011,Westport School District,Not Eligible For Lunch,96.8,2.2,0,1.1,
2011,Westport School District,Special Education,82.1,14.3,0,3.6,
2011,Westport School District,Non-Special Education,98.6,0.5,0,1,
2011,Wethersfield School District,All Students,91.1,3.9,0,4.9,
2011,Wethersfield School District,Hispanic,71.8,12.8,0,15.4,
2011,Wethersfield School District,Non-Hispanic,94,2.6,0,3.4,
2011,Wethersfield School District,American Indian,NA,NA,NA,NA,
2011,Wethersfield School District,Asian American ,100,0,0,0,
2011,Wethersfield School District,Black,100,0,0,0,
2011,Wethersfield School District,White,93.2,3,0,3.8,
2011,Wethersfield School District,Male,90.1,5.3,0,4.6,
2011,Wethersfield School District,Female,92.2,2.6,0,5.2,
2011,Wethersfield School District,ELL,90.9,0,0,9.1,
2011,Wethersfield School District,Non-ELL,91.2,4.1,0,4.8,
2011,Wethersfield School District,Eligible For Lunch,76.9,12.8,0,10.3,
2011,Wethersfield School District,Not Eligible For Lunch,93.2,2.6,0,4.1,
2011,Wethersfield School District,Special Education,58.3,29.2,0,12.5,
2011,Wethersfield School District,Non-Special Education,94,1.8,0,4.3,
2011,Wilton School District,All Students,97.7,2,0,0.3,
2011,Wilton School District,Hispanic,NA,NA,NA,NA,
2011,Wilton School District,Non-Hispanic,97.7,2,0,0.3,
2011,Wilton School District,Asian American ,100,0,0,0,
2011,Wilton School District,Black,NA,NA,NA,NA,
2011,Wilton School District,White,97.6,2.1,0,0.3,
2011,Wilton School District,Male,95.7,3.7,0,0.6,
2011,Wilton School District,Female,100,0,0,0,
2011,Wilton School District,ELL,NA,NA,NA,NA,
2011,Wilton School District,Non-ELL,97.7,2,0,0.3,
2011,Wilton School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Wilton School District,Not Eligible For Lunch,97.7,2,0,0.3,
2011,Wilton School District,Special Education,85.2,11.1,0,3.7,
2011,Wilton School District,Non-Special Education,98.9,1.1,0,0,
2011,Windham School District,All Students,61,17.2,0,21.7,
2011,Windham School District,Hispanic,45.7,26.1,0,28.3,
2011,Windham School District,Non-Hispanic,77.5,7.8,0,14.7,
2011,Windham School District,American Indian,NA,NA,NA,NA,
2011,Windham School District,Asian American ,NA,NA,NA,NA,
2011,Windham School District,Black,75,20,0,5,
2011,Windham School District,White,77.1,5.7,0,17.1,
2011,Windham School District,Male,55.9,28,0,16.1,
2011,Windham School District,Female,66.9,4.8,0,28.2,
2011,Windham School District,ELL,40,22.2,0,37.8,
2011,Windham School District,Non-ELL,65.3,16.2,0,18.5,
2011,Windham School District,Eligible For Lunch,43,24.2,0,32.9,
2011,Windham School District,Not Eligible For Lunch,83.9,8.5,0,7.6,
2011,Windham School District,Special Education,49,29.4,0,21.6,
2011,Windham School District,Non-Special Education,63.9,14.4,0,21.8,
2011,Windsor School District,All Students,83,7.9,0,9.1,
2011,Windsor School District,Hispanic,75,7.5,0,17.5,
2011,Windsor School District,Non-Hispanic,84,8,0,8,
2011,Windsor School District,American Indian,NA,NA,NA,NA,
2011,Windsor School District,Asian American ,84.6,7.7,0,7.7,
2011,Windsor School District,Black,79.8,10.6,0,9.6,
2011,Windsor School District,White,90.9,3.6,0,5.5,
2011,Windsor School District,Male,81.3,7.8,0,10.9,
2011,Windsor School District,Female,85.1,8.1,0,6.8,
2011,Windsor School District,ELL,NA,NA,NA,NA,
2011,Windsor School District,Non-ELL,83.1,8,0,8.9,
2011,Windsor School District,Eligible For Lunch,75.3,11.3,0,13.4,
2011,Windsor School District,Not Eligible For Lunch,85.9,6.6,0,7.4,
2011,Windsor School District,Special Education,64.4,26.7,0,8.9,
2011,Windsor School District,Non-Special Education,85.7,5.2,0,9.1,
2011,Windsor Locks School District,All Students,85.2,8.9,0,5.9,
2011,Windsor Locks School District,Hispanic,NA,NA,NA,NA,
2011,Windsor Locks School District,Non-Hispanic,84.6,9.2,0,6.2,
2011,Windsor Locks School District,Asian American ,100,0,0,0,
2011,Windsor Locks School District,Black,72.2,11.1,0,16.7,
2011,Windsor Locks School District,White,85.4,9.7,0,4.9,
2011,Windsor Locks School District,Male,83.3,6.9,0,9.7,
2011,Windsor Locks School District,Female,87.3,11.1,0,1.6,
2011,Windsor Locks School District,ELL,NA,NA,NA,NA,
2011,Windsor Locks School District,Non-ELL,84.7,9.2,0,6.1,
2011,Windsor Locks School District,Eligible For Lunch,70.8,8.3,0,20.8,
2011,Windsor Locks School District,Not Eligible For Lunch,88.3,9,0,2.7,
2011,Windsor Locks School District,Special Education,61.5,38.5,0,0,
2011,Windsor Locks School District,Non-Special Education,87.7,5.7,0,6.6,
2011,Wolcott School District,All Students,92.5,3.5,0,4,
2011,Wolcott School District,Hispanic,100,0,0,0,
2011,Wolcott School District,Non-Hispanic,92.3,3.6,0,4.1,
2011,Wolcott School District,Asian American ,NA,NA,NA,NA,
2011,Wolcott School District,Black,100,0,0,0,
2011,Wolcott School District,White,92,3.8,0,4.2,
2011,Wolcott School District,Male,94.6,2.7,0,2.7,
2011,Wolcott School District,Female,90.4,4.4,0,5.3,
2011,Wolcott School District,ELL,NA,NA,NA,NA,
2011,Wolcott School District,Non-ELL,92.4,3.6,0,4,
2011,Wolcott School District,Eligible For Lunch,81.6,7.9,0,10.5,
2011,Wolcott School District,Not Eligible For Lunch,94.7,2.7,0,2.7,
2011,Wolcott School District,Special Education,73.7,26.3,0,0,
2011,Wolcott School District,Non-Special Education,94.2,1.4,0,4.3,
2011,Regional School District 01,All Students,83.3,5.8,0,10.9,
2011,Regional School District 01,Hispanic,NA,NA,NA,NA,
